,COURSE CODE,COURSE TITLE,2020 EOS,2020 EOS RANDOM,2020 MID,2020 R1 POINTS,2020 R1 RANDOM,2020 R2 POINTS,2020 R2 RANDOM,LEVEL
1379,TU967,Languages and International Tourism,326,,388,308,,,,8
1380,TU971,Contemporary Visual Culture,290,,320,290,,,,8
1381,TU972,Creative and Cultural Industries,281,,369,281,,,,8
1382,TU973,Design - Visual Communication,717,,865,717,,,,8
1383,TU974,Fine Art,563,,826,709,,563,,8
1384,TU975,Interior Design,632,,879,632,,,,8
1385,TU976,Photography,695,,926,695,,,,8
1386,TU981,Creative Digital Media,282,,318,280,,,,8
1387,TU982,Creative Digital Media,311,,352,320,,311,,8
1388,TU983,Film and Broadcasting,451,,484,456,,451,,8
1389,TU984,Game Design,381,,419,381,,,,8
1390,TU985,Journalism,322,,377,322,,,,8
1391,TU986,Print Media Technology and Management,289,,300,289,,,,8
1392,TU991,Applied Social Studies in Social Care,325,,352,325,,,,8
1393,TU992,Community and Youth Development,253,,297,251,,,,8
1394,TU993,Early Childhood Care and Education,270,,311,270,,,,8
1395,TU994,Early Childhood Care and Education,230,,304,321,,251,,8
1396,TU995,Early Childhood Education,367,,409,367,,,,8
1397,TU996,Social Care,400,,419,400,,,,8
1398,TU997,Applied Social Care,270,,318,310,,283,,8
1399,WD001,Applied Computing (options),260,,413,260,,260,,8
1400,WD002,Science (options),308,,388,308,,,,8
1401,WD003,Business,AQA,,372,AQA,,171,,6
1402,WD005,Health Sciences (options),280,,338,280,,,,8
1403,WD006,Exercise Sciences (options),280,,359,280,,,,8
1404,WD007,Engineering (options),288,,409,288,,288,,8
1405,WD010,Electronic Engineering,181,,318,181,,,,6
1406,WD011,Mechanical Engineering,198,,341,198,,,,6
1407,WD013,Legal Studies,177,,367,177,,,,6
1408,WD018,Applied Social Care,171,,293,171,,,,7
1409,WD019,Recreation and Sport Management,174,,309,174,,,,7
1410,WD025,Construction Management and Engineering,269,,341,269,,,,8
1411,WD027,Music,262,,409,262,,,,8
1412,WD048,Business (options),271,,371,271,,,,8
1413,WD076,Forestry,243,,326,243,,,,7
1414,WD084,Accounting,308,,411,308,,,,8
1415,WD091,Hospitality Management,228,,310,228,,,,8
1416,WD094,Architectural Technology,150,,351,166,,150,,7
1417,WD096,Horticulture (Waterford - Kildalton),260,,389,260,,,,7
1418,WD097,Horticulture (Dublin - National Botanic Gardens),AQA,,408,AQA,,,,7
1419,WD116,General Nursing,422,,451,422,,,,8
1420,WD117,Psychiatric Nursing,366,,388,366,,,,8
1421,WD120,Intellectual Disability Nursing,377,,388,377,,,,8
1422,WD126,Agriculture,327,,430,327,,,,7
1423,WD134,International Business,290,,362,290,,,,8
1424,WD137,Design (Visual Communications),271,,351,271,,,,8
1425,WD139,Civil Engineering,206,,379,206,,,,7
1426,WD140,Laws,280,,367,280,,,,8
1427,WD144,Architecture,284,,359,284,,,,8
1428,WD147,Pharmaceutical Science,293,,390,293,,,,8
1429,WD149,Early Childhood Studies,271,,368,271,,,,8
1430,WD150,Criminal Justice Studies,270,,331,270,,,,8
1431,WD151,Software Systems Development,AQA,,356,AQA,,AQA,,7
1432,WD152,Visual Art,AQA,,317,AQA,,,,8
1433,WD153,Multimedia Applications Development,163,,353,163,,,,7
1434,WD155,Information Technology,211,,338,211,,,,7
1435,WD159,Business,195,,388,195,,,,7
1436,WD161,Computer Forensics and Security,255,,380,255,,,,8
1437,WD162,Quantity Surveying,216,,306,216,,,,8
1438,WD163,Psychology,434,,473,434,,,,8
1439,WD164,Food Science with Business,309,,440,309,,,,7
1440,WD172,Culinary Arts,AQA,,301,AQA,,AQA,,6
1441,WD173,Hospitality Studies,AQA,,310,AQA,,,,6
1442,WD174,Tourism,AQA,,226,AQA,,,,6
1443,WD175,Pharmaceutical Science,226,,392,226,,,,7
1444,WD177,"Science (Mol. Biology with Biopharm.,Food Science with Business,Pharm.)",222,,473,222,,,,7
1445,WD182,Electrical Engineering,AQA,,302,AQA,,,,7
1446,WD184,Retail Management,163,,346,163,,,,7
1447,WD186,Sports Coaching and Performance,270,,344,270,,,,8
1448,WD187,Social Science,272,,348,272,,,,8
1449,WD188,Applied Health Care,201,,349,201,,,,7
1450,WD191,Agricultural Science,377,,420,377,,,,8
1451,WD192,Social Care Practice,270,,326,270,,,,8
1452,WD193,Marketing and Digital Media,271,,347,271,,,,8
1453,WD194,Culinary Arts,217,,321,217,,,,8
1454,WD195,Architectural and Building Information Modelling Technology,279,,367,279,,,,8
1455,WD200,Arts (options),AQA,,336,AQA,,AQA,,8
1456,WD205,Molecular Biology with Biopharmaceutical Science,228,,446,228,,,,7
1457,WD206,Electronic Engineering,179,,373,179,,,,7
1458,WD207,Mechanical Engineering,198,,365,198,,,,7
1459,WD208,Manufacturing Engineering,188,,339,188,,,,7
1460,WD210,Software Systems Development,279,,337,279,,,,8
1461,WD211,Creative Computing,271,,318,271,,,,8
1462,WD212,Recreation and Sport Management,270,,349,270,,,,8
1463,WD230,Mechanical and Manufacturing Engineering,253,,369,253,,,,8
